1310144646	806
1310144652	808
1310144658	804
1310144665	807
1310144677	812
1310144683	808
1310144689	794
1310144696	806
1310144708	809
1310144714	813
1310144720	797
1310144727	805
1310144739	804
1310144745	804
1310144751	804
1310144758	796
1310144770	799
1310144776	808
1310144783	3694
1310144789	3699
1310144796	3754
1310144802	3729
1310144809	3671
1310144816	3691
1310144822	3679
1310144829	3673
1310144835	3686
1310144842	3721
1310144848	3759
1310144855	804
1310144861	799
1310144867	801
1310144873	797
1310144879	799
1310144886	802
1310144892	801
1310144898	796
1310144904	795
1310144917	797
1310144923	809
1310144929	800
1310144935	794
1310144947	790
1310144954	802
1310144960	794
1310144966	802
1310144972	794
1310144978	794
1310144985	795
1310144991	790
1310144997	801
1310145003	801
1310145009	797
1310145016	794
1310145022	793
1310145028	799
1310145034	799
1310145040	791
1310145047	800
1310145053	788
1310145059	796
1310145065	793
1310145071	797
1310145078	590
1310145084	580
1310145090	574
1310145096	580
1310145102	592
1310145109	573
1310145115	574
1310145121	574
1310145127	578
1310145133	583
1310145139	574
1310145146	578
1310145152	580
1310145158	579
1310145164	583
1310145170	579
1310145177	582
1310145183	574
1310145189	576
1310145195	583
1310145201	575
1310145208	578
1310145214	571
1310145220	580
1310145226	575
1310145232	566
1310145239	572
1310145245	575
1310145251	576
1310145257	576
1310145263	579
1310145270	574
1310145276	574
1310145282	583
1310145288	594
1310145294	580
1310145301	445
1310145307	493
1310145313	521
1310145319	522
1310145325	529
1310145332	526
1310145338	524
1310145344	526
1310145350	519
1310145356	530
1310145362	532
1310145369	522
1310145375	519
1310145381	537
1310145387	547
1310145399	525
1310145406	527
1310145412	526
1310145418	535
1310145430	521
1310145436	525
1310145443	526
1310145449	519
1310145455	529
1310145467	524
1310145473	533
1310145479	535
1310145486	525
1310145492	528
1310145498	525
1310145504	529
1310145510	532
1310145517	524
1310145523	522
1310145529	523
1310145535	522
1310145541	528
1310145548	527
1310145554	524
1310145560	522
1310145566	523
1310145572	532
1310145578	525
1310145585	525
1310145591	522
1310145597	522
1310145603	525
1310145609	529
1310145616	527
1310145622	523
1310145628	522
1310145634	519
1310145640	530
1310145646	525
1310145653	519
1310145659	519
1310145671	524
1310145677	521
1310145683	518
1310145690	526
1310145696	526
1310145708	530
1310145714	537
1310145720	546
1310145726	647
1310145732	643
1310145738	661
1310145745	676
1310145751	663
1310145757	650
1310145763	523
1310145770	519
1310145782	528
1310145788	522
1310145794	523
1310145801	522
1310145807	523
1310145813	532
1310145819	519
1310145825	521
1310145831	519
1310145837	528
1310145843	527
1310145856	522
1310145862	522
